10. 0.
9990. 0.
    10000.00000         0.00134
    10089.99902         0.00165
    10190.00098         0.00212
    10280.00000         0.00283
    10380.00000         0.00373
    10470.00098         0.00450
    10570.00000         0.00459
    10670.00000         0.00405
    10760.00000         0.00338
    10860.00000         0.00283
    10960.00000         0.00246
    11070.00000         0.00222
    11170.00000         0.00207
    11270.00000         0.00200
    11380.00000         0.00197
    11480.00000         0.00198
    11590.00000         0.00203
    11690.00000         0.00212
    11799.99902         0.00226
    11910.00000         0.00243
    12020.00000         0.00267
    12130.00098         0.00295
    12250.00000         0.00328
    12359.99902         0.00363
    12470.00000         0.00395
    12589.99902         0.00418
    12710.00000         0.00427
    12819.99902         0.00423
    12940.00000         0.00409
    13060.00000         0.00389
    13180.00000         0.00368
    13300.00000         0.00349
    13430.00098         0.00331
    13550.00000         0.00317
    13680.00000         0.00305
    13800.00000         0.00295
    13930.00000         0.00288
    14060.00000         0.00282
    14190.00000         0.00277
    14320.00000         0.00274
    14450.00098         0.00271
    14590.00000         0.00270
    14720.00000         0.00269
    14859.99902         0.00268
    15000.00000         0.00268
    15140.00098         0.00269
    15280.00000         0.00269
    15420.00098         0.00270
    15560.00000         0.00272
    15700.00098         0.00274
    15850.00000         0.00275
    16000.00000         0.00277
    16140.00000         0.00279
    16289.99902         0.00281
    16440.00000         0.00283
    16600.00000         0.00285
    16750.00000         0.00288
    16900.00000         0.00290
    17060.00000         0.00292
    17220.00000         0.00294
    17380.00000         0.00295
    17540.00000         0.00296
    17700.00000         0.00297
    17860.00000         0.00297
    18030.00000         0.00296
    18200.00000         0.00294
    18370.00000         0.00291
    18540.00000         0.00286
    18710.00000         0.00280
    18880.00000         0.00276
    19050.00000         0.00275
    19230.00000         0.00279
    19410.00000         0.00288
    19590.00000         0.00298
    19770.00000         0.00309
    19950.00000         0.00319
    20140.00000         0.00328
    20320.00000         0.00337
    20510.00195         0.00344
    20700.00000         0.00351
    20890.00000         0.00357
    21090.00000         0.00363
    21280.00000         0.00368
    21480.00000         0.00373
    21680.00000         0.00378
    21880.00000         0.00383
    22080.00000         0.00387
    22280.00000         0.00392
    22490.00000         0.00397
    22700.00000         0.00401
    22909.99805         0.00405
    23120.00000         0.00410
    23330.00000         0.00414
    23550.00000         0.00419
    23770.00000         0.00423
    23990.00000         0.00427
    24210.00000         0.00432
    24430.00000         0.00437
    24660.00000         0.00441
    24890.00000         0.00446
    25120.00000         0.00450
    25350.00000         0.00455
    25590.00000         0.00460
    25820.00000         0.00465
    26060.00000         0.00470
    26300.00195         0.00475
    26550.00000         0.00480
    26789.99805         0.00486
    27040.00000         0.00492
    27290.00000         0.00498
    27540.00000         0.00505
    27800.00000         0.00512
    28050.00000         0.00519
    28310.00000         0.00528
    28580.00000         0.00537
    28840.00000         0.00548
    29110.00000         0.00560
    29380.00000         0.00575
    29650.00000         0.00592
    29920.00195         0.00614
    30200.00000         0.00642
    30480.00000         0.00679
    30760.00000         0.00731
    31050.00000         0.00806
    31329.99805         0.00922
    31620.00000         0.01119
    31920.00000         0.01491
    32210.00000         0.02335
    32510.00000         0.04883
    32810.00000         0.17084
    33110.00000         0.25017
    33420.00000         0.06620
    33730.00000         0.02910
    34040.00000         0.01791
    34360.00000         0.01323
    34670.00000         0.01086
    34990.00000         0.00951
    35320.00000         0.00868
    35650.00000         0.00814
    35970.00000         0.00777
    36310.00000         0.00752
    36640.00000         0.00735
    36980.00000         0.00723
    37330.00000         0.00714
    37670.00000         0.00709
    38020.00000         0.00706
    38370.00000         0.00705
    38730.00000         0.00705
    39080.00000         0.00707
    39450.00000         0.00710
    39810.00000         0.00713
    40180.00000         0.00718
    40550.00000         0.00723
    40930.00000         0.00729
    41300.00000         0.00736
    41690.00000         0.00744
    42069.99609         0.00752
    42460.00000         0.00761
    42850.00000         0.00770
    43250.00000         0.00781
    43649.99609         0.00792
    44060.00000         0.00805
    44460.00000         0.00818
    44870.00000         0.00832
    45290.00000         0.00848
    45710.00000         0.00865
    46130.00000         0.00883
    46560.00000         0.00904
    46990.00000         0.00927
    47420.00000         0.00952
    47859.99609         0.00980
    48310.00000         0.01013
    48750.00000         0.01051
    49200.00000         0.01095
    49660.00000         0.01151
    50120.00000         0.01222
    50580.00000         0.01321
    51050.00000         0.01469
    51520.00000         0.01713
    52000.00000         0.02130
    52480.00000         0.02664
